Visit_Hour,Day_Type,Triage_Level,Doctor_Load,Staff_To_Patient_Ratio,Resource_Utilization_Rate,Bed_Occupancy_%,Num_Transfers,Num_Process_Steps,Loop_Count,Rework_Count,Repeated_Tests,Data_Error_Count,System_Downtime_Impact,Discharge_Bottleneck_Index,Wait_Time_Min,TAT_Min,Bed_Delay_Min,Admission_Delay_Min,Total_Delay_Min,Delay_Risk
15,1,1,45,0.44,79,91,1,5,1,1,0,0,0,43,65,73,101,21,260,1
19,1,2,42,0.08,90,82,2,6,0,3,0,0,0,57,166,69,68,53,356,1
23,0,2,32,0.26,63,77,5,8,1,0,0,1,0,56,93,41,86,40,260,1
7,0,2,49,0.5,93,50,2,6,0,1,1,0,0,36,70,91,46,16,223,0
6,0,2,14,0.4,64,90,2,7,1,1,1,0,0,0,40,54,50,6,150,0
2,1,2,43,0.48,61,84,2,7,1,1,0,1,0,17,65,34,65,30,194,0
16,0,2,33,0.4,78,73,5,8,0,3,2,0,0,51,76,80,74,26,256,1
0,0,2,26,0.44,72,55,0,5,2,2,0,1,0,4,42,49,27,22,140,0
15,1,2,40,0.37,62,56,1,5,1,0,0,0,0,17,65,53,57,21,196,0
11,1,1,16,0.39,58,58,1,6,2,0,2,1,0,34,35,85,41,24,185,0
18,1,3,26,0.29,73,86,0,3,0,1,0,0,0,53,53,52,81,20,206,0
21,0,1,37,0.47,88,65,3,8,0,1,0,0,0,53,65,63,57,14,199,0
22,0,3,47,0.42,79,83,1,6,1,2,1,1,0,31,63,94,57,17,231,1
21,1,2,31,0.43,50,84,3,7,0,0,0,1,0,25,64,47,73,23,207,0
13,0,2,24,0.35,59,84,1,4,1,0,1,0,0,32,50,53,64,17,184,0
5,1,3,46,0.19,87,69,2,6,1,0,1,1,0,41,97,68,68,28,261,1
5,1,2,24,0.07,96,72,1,6,1,2,0,0,0,23,166,67,47,50,330,1
12,0,2,59,0.47,64,91,5,8,2,0,0,1,0,26,89,41,50,41,221,0
18,1,1,59,0.31,58,84,1,6,2,1,0,0,1,53,78,90,82,23,273,1
21,1,2,34,0.18,62,96,5,10,0,0,0,0,0,18,117,36,71,38,262,1
7,1,2,30,0.12,72,95,0,4,1,0,0,0,0,17,104,62,60,28,254,1
1,0,1,47,0.42,82,72,2,7,1,0,0,0,0,14,70,60,54,22,206,0
20,1,2,11,0.43,58,53,1,4,0,1,1,0,1,26,42,92,40,12,186,0
0,1,1,36,0.42,52,59,2,5,2,2,0,0,0,56,64,24,78,14,180,0
14,1,2,58,0.34,79,92,1,5,1,0,0,0,0,10,77,56,71,17,221,0
0,1,1,41,0.21,58,60,2,6,1,0,1,0,0,23,81,55,42,16,194,0
4,1,1,30,0.19,74,89,2,5,0,1,1,0,0,2,79,80,53,28,240,1
15,1,1,13,0.05,96,58,1,5,1,0,0,0,0,38,210,65,71,64,410,1
18,1,3,53,0.43,73,89,2,7,1,0,1,0,0,6,73,41,60,17,191,0
3,0,1,28,0.09,81,61,5,8,0,2,0,0,0,11,161,56,44,42,303,1
2,0,2,11,0.33,56,66,6,10,0,0,1,0,0,32,64,42,61,19,186,0
16,1,1,35,0.28,85,81,2,5,0,1,0,0,0,21,69,51,73,22,215,0
16,0,3,43,0.29,74,72,3,8,1,1,0,0,0,34,89,38,54,23,204,0
11,0,1,23,0.47,69,64,2,6,1,0,0,0,1,13,58,86,54,14,212,0
13,1,3,24,0.06,66,77,4,7,0,2,0,0,0,25,208,29,58,62,357,1
20,0,2,29,0.4,85,87,4,9,1,1,0,1,0,18,67,46,70,29,212,0
5,1,1,43,0.07,75,54,2,6,0,0,0,0,0,20,186,65,37,52,340,1
2,1,3,45,0.07,68,89,1,4,1,0,0,0,0,53,178,48,90,53,369,1
8,1,2,28,0.24,86,67,2,7,1,2,1,0,1,40,78,116,49,11,254,1
4,1,2,18,0.08,97,70,2,7,1,0,1,0,0,44,149,80,48,46,323,1
23,1,3,16,0.41,52,64,1,6,1,3,0,0,0,30,37,26,58,14,135,0
16,0,3,39,0.29,92,52,4,9,0,2,2,0,0,4,82,122,42,22,268,1
13,1,2,22,0.06,77,95,2,7,0,1,1,1,0,34,199,69,75,76,419,1
20,0,2,36,0.07,71,75,0,4,1,2,0,0,0,16,167,30,71,46,314,1
2,1,3,53,0.33,96,64,3,8,1,2,0,0,0,59,84,57,64,25,230,0
0,1,2,44,0.41,68,94,1,5,0,0,1,0,0,31,77,78,84,18,257,1
19,1,3,22,0.25,95,69,4,8,0,2,0,0,0,50,73,80,56,21,230,0
20,0,2,24,0.3,65,70,2,5,0,0,0,1,0,3,64,27,45,27,163,0
22,1,2,55,0.41,55,75,4,7,0,1,0,1,0,9,86,29,60,29,204,0
0,1,3,18,0.32,86,90,5,9,0,1,0,0,1,29,83,86,82,27,278,1
2,1,1,54,0.15,80,72,2,7,0,2,2,1,0,54,125,78,63,49,315,1
17,1,2,32,0.33,98,98,0,5,1,0,1,0,0,36,57,94,63,15,229,0
9,0,2,45,0.33,97,74,4,8,0,1,0,0,0,50,81,69,70,18,238,1
21,1,2,49,0.38,83,53,1,6,2,1,1,1,0,8,66,75,44,33,218,0
2,0,1,12,0.33,80,59,3,7,1,2,0,0,0,25,63,51,34,20,168,0
7,1,3,43,0.49,60,71,3,6,0,1,0,1,0,21,62,47,61,38,208,0
13,0,2,28,0.14,85,52,1,6,0,1,0,0,0,20,101,63,64,24,252,1
23,0,2,37,0.48,55,68,4,9,1,0,0,0,0,47,73,40,48,22,183,0
17,1,3,32,0.29,76,80,3,8,1,1,0,1,0,22,85,56,32,45,218,0
14,1,2,49,0.35,56,58,1,4,1,0,1,0,0,11,65,82,23,23,193,0
21,0,1,58,0.09,98,78,1,6,1,0,0,0,0,30,165,54,76,50,345,1
22,1,1,54,0.22,81,86,4,8,1,1,1,0,0,57,111,65,74,28,278,1
1,1,3,16,0.4,57,95,0,5,1,1,0,0,0,16,40,47,57,15,159,0
9,1,1,50,0.37,82,56,2,6,0,1,0,0,0,39,78,66,46,21,211,0
1,0,2,21,0.07,96,87,1,6,0,2,1,0,0,54,172,116,84,49,421,1
16,1,2,23,0.3,93,73,1,5,0,1,0,0,0,44,56,57,77,25,215,0
7,1,2,55,0.09,64,57,3,6,1,1,0,1,0,20,166,52,55,65,338,1
0,1,1,24,0.5,76,83,4,9,0,1,0,0,0,53,51,51,86,16,204,0
8,0,2,12,0.45,79,75,1,4,1,5,0,0,0,46,35,62,66,9,172,0
10,1,2,24,0.06,71,77,2,5,0,1,0,0,0,40,193,28,65,48,334,1
21,0,3,33,0.44,96,77,0,5,0,1,1,0,1,32,53,126,51,18,248,1
15,1,1,55,0.46,78,95,2,7,0,0,0,0,0,14,68,53,78,20,219,0
6,0,2,17,0.21,90,56,2,6,0,2,0,0,0,31,82,53,54,27,216,0
9,1,2,14,0.37,97,52,3,8,0,0,1,0,0,58,53,91,61,2,207,0
22,1,2,13,0.25,79,71,1,6,0,1,1,0,0,34,60,65,48,12,185,0
2,0,2,23,0.34,51,87,1,5,0,3,0,0,0,14,57,36,36,14,143,0
17,0,2,25,0.2,64,95,2,6,1,2,1,1,0,28,75,60,58,32,225,0
23,0,2,29,0.2,96,93,0,5,0,1,1,0,0,10,72,81,66,21,240,1
12,1,3,33,0.24,76,67,1,6,0,2,0,0,0,28,79,55,47,20,201,0
6,1,2,15,0.12,56,61,5,10,0,1,0,0,0,40,124,43,71,37,275,1
3,1,2,40,0.42,76,80,2,5,1,1,0,1,1,50,67,87,60,38,252,1
12,1,1,15,0.21,70,88,3,6,1,1,1,0,0,21,77,60,63,24,224,0
19,0,1,44,0.23,62,54,3,8,2,0,0,1,0,25,90,41,47,40,218,0
0,1,1,24,0.45,66,93,3,7,1,0,0,1,1,17,48,90,43,24,205,0
7,1,1,38,0.27,60,90,2,7,2,0,1,1,0,24,84,68,75,34,261,1
13,1,2,12,0.29,59,78,3,8,0,1,1,0,0,20,55,56,53,14,178,0
15,1,3,20,0.48,82,92,2,5,0,1,0,0,0,23,41,46,36,12,135,0
13,1,2,12,0.45,63,85,2,7,1,1,1,1,0,49,50,60,71,30,211,0
11,1,2,37,0.13,86,63,3,8,2,2,1,0,0,58,122,80,77,42,321,1
18,1,1,19,0.26,57,93,0,3,1,1,1,0,0,55,43,38,73,17,171,0
22,0,2,59,0.49,82,67,0,3,1,0,1,0,0,27,61,76,37,19,193,0
14,1,1,42,0.22,56,56,3,7,0,0,1,0,0,52,94,47,43,31,215,0
1,1,3,57,0.22,83,72,1,5,0,2,1,0,1,2,93,114,40,25,272,1
1,1,2,25,0.14,56,82,2,6,0,2,1,1,1,12,103,95,63,46,307,1
22,1,3,19,0.1,56,94,2,7,0,1,1,1,1,37,123,92,78,52,345,1
21,0,3,42,0.38,90,65,4,8,0,0,1,0,0,5,77,78,21,22,198,0
18,0,2,45,0.4,85,86,2,5,0,1,0,0,0,10,73,71,49,17,210,0
21,0,2,12,0.49,56,74,1,5,1,0,0,0,0,55,28,36,78,5,147,0
21,0,1,14,0.4,69,58,1,6,0,0,0,0,0,22,34,78,34,3,149,0
16,0,2,21,0.16,67,77,0,5,0,3,0,0,0,8,83,41,45,22,191,0
19,0,3,53,0.07,94,58,0,4,0,0,1,0,0,48,185,73,42,48,348,1
9,1,1,22,0.49,92,61,0,5,0,1,0,1,0,55,44,74,62,18,198,0
5,0,3,33,0.2,90,67,1,6,0,2,1,0,1,16,75,112,50,24,261,1
14,0,2,53,0.19,63,76,0,5,0,1,1,0,0,8,95,59,66,25,245,1
21,1,3,41,0.46,89,75,2,6,2,0,0,0,0,58,59,40,74,11,184,0
10,0,3,25,0.31,63,75,1,6,0,1,0,1,1,57,57,81,76,27,241,1
4,1,2,41,0.15,70,59,2,6,0,1,0,0,0,18,116,70,46,35,267,1
0,1,2,54,0.45,98,66,4,8,0,2,0,0,0,34,89,73,51,18,231,1
7,0,2,46,0.5,76,81,1,6,0,1,0,0,0,31,58,51,65,19,193,0
20,1,3,45,0.09,95,73,3,7,0,0,0,0,0,27,162,60,74,50,346,1
11,0,3,30,0.44,75,92,2,6,0,1,1,0,0,27,55,58,64,8,185,0
11,0,3,56,0.23,76,97,4,9,0,1,0,0,0,45,104,73,68,40,285,1
4,1,2,21,0.29,73,57,4,9,1,0,0,0,1,14,68,70,46,29,213,0
6,1,2,30,0.46,54,79,4,8,1,0,0,1,1,18,61,86,44,35,226,0
3,0,3,30,0.49,91,75,2,5,0,3,1,1,0,32,59,83,69,23,234,1
5,1,2,52,0.17,87,73,3,6,1,0,0,0,0,22,114,63,41,25,243,1
12,1,3,15,0.15,77,76,2,5,0,2,0,0,0,27,87,70,76,20,253,1
19,0,2,18,0.09,91,64,0,3,0,0,0,1,1,3,123,92,42,51,308,1
14,0,1,10,0.3,92,77,2,6,0,0,1,0,0,46,61,89,64,18,232,1
2,1,2,21,0.06,81,60,2,7,1,1,2,1,0,46,186,82,64,70,402,1
22,0,2,23,0.24,73,88,4,7,0,1,0,0,0,30,77,73,72,26,248,1
7,0,1,15,0.08,55,51,3,8,1,1,1,0,0,34,151,57,52,56,316,1
19,0,1,10,0.23,59,58,0,3,1,0,0,0,0,4,50,27,36,24,137,0
15,0,2,31,0.07,95,99,1,4,1,2,1,0,0,59,176,83,86,52,397,1
12,0,1,43,0.43,52,94,2,5,0,2,0,1,0,32,80,40,86,36,242,1
17,0,2,20,0.14,56,72,3,8,0,3,0,0,0,47,93,56,64,21,234,1
9,0,3,12,0.2,78,82,3,8,0,1,0,0,0,31,68,51,60,14,193,0
18,1,3,51,0.44,83,68,2,5,2,2,1,0,0,47,73,70,68,30,241,1
16,0,3,15,0.39,56,62,1,6,1,0,0,0,0,47,44,49,63,10,166,0
23,1,3,15,0.15,66,63,1,4,1,2,1,0,0,14,77,66,33,27,203,0
18,1,2,29,0.08,62,81,2,6,1,1,0,1,0,58,159,42,93,51,345,1
22,1,2,30,0.37,70,98,3,8,1,0,0,1,0,36,62,51,63,22,198,0
4,0,2,11,0.23,80,71,1,4,0,1,0,1,0,33,59,35,45,38,177,0
20,0,3,35,0.39,58,69,1,5,1,1,1,0,0,39,58,59,78,17,212,0
22,1,2,40,0.25,94,82,0,4,1,2,0,0,0,46,73,59,71,21,224,0
8,0,1,35,0.21,96,54,2,5,0,2,0,0,0,8,88,60,38,34,220,0
11,1,3,41,0.25,62,69,5,9,0,0,1,0,0,40,101,65,55,29,250,1
20,0,1,19,0.39,66,63,1,5,1,2,0,1,0,34,38,20,51,20,129,0
0,0,2,32,0.46,57,76,2,5,0,1,0,1,0,46,58,28,79,28,193,0
0,1,1,15,0.07,58,75,1,5,1,0,0,0,0,23,164,40,62,49,315,1
14,1,2,32,0.29,58,81,1,5,0,1,1,1,0,17,67,65,62,30,224,0
1,1,2,37,0.06,89,79,1,4,0,1,1,0,0,16,197,80,43,67,387,1
21,0,1,58,0.26,97,76,2,5,1,1,1,0,0,0,94,74,43,36,247,1
15,1,2,39,0.45,79,75,2,6,1,1,1,0,0,54,62,71,78,16,227,0
7,0,2,23,0.21,56,67,1,6,0,2,1,0,0,10,70,68,25,16,179,0
12,0,3,46,0.47,66,94,0,3,2,1,0,1,0,32,56,56,63,16,191,0
20,0,3,41,0.33,88,72,0,5,2,1,0,0,0,5,62,56,53,15,186,0
0,1,2,58,0.47,87,93,4,7,1,1,1,1,0,55,90,68,72,32,262,1
15,1,3,43,0.39,54,96,3,8,1,1,2,0,1,28,66,134,65,26,291,1
6,1,2,50,0.1,66,73,3,6,1,1,0,2,1,57,152,111,82,67,412,1
4,0,2,53,0.15,89,53,2,6,0,0,0,1,0,43,115,67,58,48,288,1
21,0,1,31,0.23,50,90,1,5,2,0,1,1,0,19,77,54,70,33,234,1
22,1,2,40,0.13,65,52,3,8,0,0,0,0,1,17,122,73,44,33,272,1
2,0,2,16,0.27,66,92,2,7,0,0,1,0,0,13,57,68,66,11,202,0
11,0,1,50,0.26,79,79,2,5,2,0,0,0,0,44,86,55,70,20,231,1
15,1,2,30,0.48,80,96,3,6,0,2,0,0,0,58,57,47,73,15,192,0
18,1,3,25,0.25,84,65,2,7,1,0,0,0,0,42,76,50,56,22,204,0
4,1,2,29,0.4,94,56,0,5,0,0,1,0,0,19,47,78,40,19,184,0
21,0,1,52,0.47,57,88,3,7,2,2,0,0,0,56,82,51,65,20,218,0
13,0,2,53,0.44,97,71,3,8,1,1,2,0,0,17,78,112,45,21,256,1
4,0,2,56,0.14,79,90,2,6,2,0,0,0,0,52,133,67,76,44,320,1
14,0,2,59,0.27,88,80,4,9,2,1,0,0,0,26,109,59,75,31,274,1
16,0,2,28,0.21,70,98,0,4,0,3,0,1,0,17,69,51,49,32,201,0
13,1,2,57,0.23,64,62,2,6,0,0,1,0,0,16,102,62,46,38,248,1
19,0,3,41,0.21,83,90,2,6,1,1,0,0,0,59,91,44,87,30,252,1
4,0,2,24,0.42,76,90,2,5,1,1,0,0,0,24,52,57,73,13,195,0
11,0,3,14,0.25,51,78,3,7,0,2,0,0,0,4,64,28,59,21,172,0
15,1,2,20,0.29,59,77,0,5,2,1,1,0,1,5,50,104,36,18,208,0
15,1,2,24,0.49,54,93,0,5,0,1,2,0,0,53,39,61,77,12,189,0
20,1,2,38,0.08,76,68,0,5,1,0,0,1,0,39,151,61,66,60,338,1
6,0,1,59,0.27,53,72,2,5,1,1,1,1,0,35,96,62,56,44,258,1
3,1,1,54,0.4,96,96,1,5,1,0,1,0,0,32,67,78,75,20,240,1
0,1,2,13,0.12,62,99,1,4,0,0,1,1,0,14,99,64,77,47,287,1
4,1,3,58,0.33,66,57,2,6,0,0,0,1,1,38,82,86,62,29,259,1
22,0,3,45,0.16,70,74,5,10,0,2,0,0,0,15,130,68,57,38,293,1
9,1,2,57,0.44,72,87,4,8,0,0,1,1,0,37,92,67,82,32,273,1
21,0,1,32,0.2,82,87,3,6,0,1,0,2,0,38,92,58,63,45,258,1
4,0,2,24,0.2,99,84,1,4,1,1,0,1,0,23,77,56,59,40,232,1
3,1,2,55,0.32,64,75,1,4,0,0,0,0,0,20,83,47,55,19,204,0
1,0,3,53,0.13,63,52,1,4,0,2,1,0,0,37,127,74,40,34,275,1
19,1,3,12,0.18,58,51,3,8,1,1,1,0,0,12,72,70,49,30,221,0
9,0,3,41,0.24,93,54,1,4,1,1,0,2,1,28,76,106,52,40,274,1
18,1,2,19,0.21,86,69,0,3,0,0,1,0,0,33,59,82,62,25,228,0
0,1,2,49,0.29,79,61,5,8,1,0,0,1,0,4,95,58,24,37,214,0
23,1,2,47,0.32,78,87,1,6,2,1,1,0,0,2,81,77,41,27,226,0
4,0,3,31,0.31,72,65,2,6,2,0,0,0,0,20,66,52,38,15,171,0
12,1,1,23,0.34,83,86,1,6,1,0,0,1,0,8,57,39,31,28,155,0
3,0,1,26,0.19,56,87,0,5,1,1,1,1,0,2,72,66,54,19,211,0
15,1,1,30,0.11,58,85,0,5,0,0,0,0,0,43,111,41,48,33,233,1
23,0,3,57,0.39,99,95,0,4,1,1,0,1,0,29,71,66,69,27,233,1
15,0,2,24,0.43,53,78,2,5,1,0,0,1,0,2,50,23,61,19,153,0
22,1,2,24,0.17,51,84,2,7,0,2,1,1,0,48,94,63,76,37,270,1
1,1,3,10,0.23,76,98,2,5,0,3,0,0,0,46,53,72,74,5,204,0
16,1,3,33,0.27,82,86,2,5,0,0,1,1,1,59,77,129,79,32,317,1
19,1,2,21,0.29,81,70,1,5,1,0,0,1,0,48,56,50,75,32,213,0
23,1,2,19,0.35,93,70,3,7,0,2,0,1,0,38,58,47,63,22,190,0
11,0,3,55,0.07,94,77,2,7,1,0,1,0,0,40,196,71,56,56,379,1
17,1,3,51,0.37,95,55,4,8,1,0,1,0,0,49,89,86,58,24,257,1
2,1,2,51,0.08,86,69,3,7,0,1,0,1,0,33,180,65,57,69,371,1
0,0,2,40,0.26,76,85,1,5,2,0,0,0,0,16,80,62,46,25,213,0
0,1,2,20,0.42,77,62,1,4,0,2,1,1,1,52,35,115,73,18,241,1
18,1,3,25,0.25,52,89,2,6,0,0,0,2,0,57,67,28,56,37,188,0
10,0,2,18,0.12,85,60,3,8,0,0,1,1,1,54,108,119,63,43,333,1
4,1,2,56,0.49,98,73,3,7,0,2,0,0,0,13,72,62,48,24,206,0
11,1,1,23,0.45,92,68,2,7,0,1,0,0,0,48,51,68,57,17,193,0
2,1,3,28,0.4,57,72,0,5,1,0,0,0,0,10,54,49,39,21,163,0
0,0,2,40,0.24,93,80,1,5,1,2,0,0,0,55,80,60,99,28,267,1
0,1,1,18,0.13,99,86,3,6,1,0,0,0,0,0,104,72,44,28,248,1
7,0,2,45,0.47,99,86,4,9,1,2,1,0,0,0,81,87,47,33,248,1
9,1,2,48,0.29,90,52,2,7,0,2,0,0,0,51,85,59,59,32,235,1
10,0,2,35,0.43,86,83,4,9,0,1,1,1,0,14,66,74,51,37,228,0
11,1,3,17,0.2,98,78,3,7,1,0,1,0,0,1,75,94,39,34,242,1
12,0,2,33,0.2,94,52,1,6,1,3,1,0,0,11,90,96,29,31,246,1
11,0,3,17,0.49,87,64,2,6,0,1,0,0,0,44,50,65,56,23,194,0
13,0,1,28,0.28,71,56,3,8,2,0,0,0,0,56,75,53,72,17,217,0
1,0,1,56,0.11,63,52,2,5,1,0,0,0,1,41,150,85,52,47,334,1
18,0,1,57,0.15,64,96,2,7,1,2,1,0,0,1,128,55,73,36,292,1
17,0,2,39,0.27,95,92,2,6,1,0,1,0,0,22,84,100,77,25,286,1
2,1,2,31,0.07,53,65,1,5,0,1,0,0,0,33,177,36,66,59,338,1
22,1,3,18,0.26,67,94,3,8,1,0,2,1,0,16,64,85,67,16,232,1
16,0,3,53,0.24,50,83,4,8,0,1,0,0,0,40,105,42,71,31,249,1
7,0,2,57,0.4,61,69,1,4,1,2,0,1,0,13,80,42,54,30,206,0
9,0,3,13,0.21,90,93,1,5,0,1,0,1,0,10,64,62,70,31,227,0
1,0,2,46,0.49,91,88,1,6,0,1,0,1,1,19,61,93,49,19,222,0
18,1,3,17,0.13,99,82,2,5,0,0,0,0,0,43,98,61,75,24,258,1
8,0,2,10,0.32,66,63,3,7,0,0,0,0,0,6,47,44,36,14,141,0
6,1,2,37,0.09,68,91,2,7,0,1,2,1,0,0,147,100,52,46,345,1
3,1,3,15,0.38,85,84,4,8,1,0,2,0,1,55,52,128,80,22,282,1
20,0,2,56,0.5,97,60,2,7,1,0,0,0,0,47,76,56,42,19,193,0
17,0,1,45,0.42,56,69,1,5,0,1,0,0,1,14,62,70,64,17,213,0
12,1,2,20,0.3,58,79,4,8,1,0,0,0,0,44,69,47,65,31,212,0
10,1,2,14,0.27,57,77,1,4,1,2,0,0,0,37,54,37,58,7,156,0
23,0,3,59,0.43,74,64,2,5,0,0,0,2,0,33,81,43,60,53,237,1
3,0,2,33,0.47,56,87,5,9,1,2,0,0,0,8,70,45,60,23,198,0
20,0,3,56,0.5,91,99,0,5,0,0,0,0,0,0,62,54,47,20,183,0
3,1,2,27,0.23,57,62,2,7,1,0,0,0,0,8,75,40,56,20,191,0
9,1,2,29,0.5,73,96,2,6,1,3,1,0,1,41,53,98,66,22,239,1
4,0,3,37,0.12,66,84,1,5,0,1,0,0,0,1,122,60,48,36,266,1
8,1,2,22,0.16,61,96,4,7,0,1,0,0,0,21,100,54,51,35,240,1
23,1,3,14,0.09,95,73,7,11,1,0,1,0,0,24,151,86,77,46,360,1
2,0,2,39,0.17,80,50,5,9,0,0,2,0,0,50,112,111,60,23,306,1
16,0,2,10,0.4,61,91,2,7,1,2,1,0,1,59,39,96,79,16,230,0
2,1,1,31,0.43,51,73,4,7,0,0,0,0,0,13,66,24,49,27,166,0
15,1,2,27,0.4,61,76,3,6,0,0,1,0,0,34,64,77,51,15,207,0
3,0,2,55,0.33,76,67,2,6,0,0,2,1,0,15,87,83,56,37,263,1
17,0,3,14,0.28,95,75,2,5,1,0,1,0,0,18,57,85,38,21,201,0
16,0,2,40,0.37,56,78,1,6,0,1,0,0,0,40,57,62,73,22,214,0
6,0,2,15,0.23,62,57,2,6,0,2,0,1,0,30,62,36,39,20,157,0
23,0,1,36,0.43,85,93,5,9,1,1,1,0,0,1,75,79,70,27,251,1
22,1,1,34,0.35,50,75,0,5,0,1,1,0,0,31,58,64,53,14,189,0
4,1,2,38,0.36,98,54,0,3,0,1,0,1,0,35,50,74,50,22,196,0
11,1,3,37,0.29,84,82,3,6,0,2,0,0,0,55,73,46,93,28,240,1
16,1,3,25,0.45,79,89,2,7,2,1,0,1,0,10,54,64,62,35,215,0
22,0,3,21,0.16,80,54,2,7,1,1,0,0,0,7,91,52,41,28,212,0
12,0,3,29,0.22,66,98,4,9,1,1,0,1,0,47,95,53,81,41,270,1
22,0,2,27,0.4,57,96,2,7,0,1,1,0,0,4,66,44,55,24,189,0
2,1,3,43,0.27,52,85,1,4,1,0,0,1,0,33,71,56,70,30,227,0
8,1,1,32,0.45,59,62,4,7,1,1,1,1,1,31,61,98,53,35,247,1
16,1,2,54,0.21,83,66,0,5,0,0,1,0,0,46,86,83,68,29,266,1
16,0,2,36,0.22,71,62,3,8,0,0,0,0,0,5,101,40,53,24,218,0
19,1,1,58,0.45,53,74,1,5,1,1,0,0,1,7,70,59,45,23,197,0
15,0,3,26,0.26,81,51,3,7,0,1,0,0,0,33,80,52,41,25,198,0
21,0,2,57,0.28,78,73,2,5,1,0,1,0,0,3,97,83,36,24,240,1
12,0,3,30,0.2,95,85,2,6,0,1,2,0,1,35,74,155,70,28,327,1
18,0,2,59,0.17,60,74,2,6,1,0,1,2,0,43,117,55,74,47,293,1
16,0,1,49,0.35,95,83,2,6,0,1,0,1,0,24,78,82,58,37,255,1
3,0,3,40,0.1,62,61,0,3,0,0,0,0,0,25,136,32,53,52,273,1
11,1,2,12,0.45,53,68,2,6,1,1,0,1,0,32,48,33,51,20,152,0
8,0,2,26,0.4,51,99,2,7,2,1,1,0,0,8,60,60,68,20,208,0
18,0,1,59,0.14,83,91,2,5,2,1,0,0,0,46,129,47,70,40,286,1
11,1,2,35,0.36,92,79,0,4,0,2,1,0,0,7,59,54,55,19,187,0
8,0,2,32,0.32,71,86,2,5,0,4,0,2,0,16,54,57,56,49,216,0
6,1,2,15,0.13,54,92,3,7,1,1,0,0,0,14,97,39,41,25,202,0
13,1,3,37,0.17,58,50,2,5,0,1,0,0,0,41,95,41,52,21,209,0
19,1,3,17,0.23,69,52,1,6,1,1,0,0,1,53,63,78,61,23,225,0
18,0,3,54,0.36,70,98,0,4,1,2,1,0,0,12,64,69,60,14,207,0
14,0,3,17,0.34,66,75,0,4,1,1,0,0,0,42,44,40,48,10,142,0
15,1,2,28,0.29,61,64,1,4,1,1,1,1,0,47,67,54,67,24,212,0
20,0,2,47,0.4,77,95,2,7,0,1,0,0,0,57,62,64,83,19,228,0
4,0,1,38,0.39,67,96,1,5,1,2,0,0,0,46,71,37,79,32,219,0
2,1,1,32,0.33,52,97,0,5,0,2,0,1,0,49,50,35,83,27,195,0
11,1,3,56,0.4,54,77,1,5,1,1,1,0,1,43,78,98,77,21,274,1
19,0,2,41,0.2,63,53,3,8,0,2,0,1,0,2,93,36,22,35,186,0
20,1,2,19,0.45,97,68,0,4,0,3,1,0,0,59,38,83,60,10,191,0
3,1,2,36,0.33,75,73,1,4,2,0,0,0,0,52,54,57,77,13,201,0
20,1,2,58,0.42,68,89,1,4,1,1,1,1,0,55,80,79,95,37,291,1
22,0,1,10,0.3,90,55,2,7,2,2,0,1,0,53,44,62,69,25,200,0
15,0,1,48,0.15,66,65,2,6,1,0,0,0,0,56,117,50,65,33,265,1
6,0,1,38,0.29,88,81,1,5,2,1,2,1,1,11,74,135,47,30,286,1
12,1,2,54,0.22,91,79,1,6,0,0,0,0,0,28,90,58,73,24,245,1
20,0,2,12,0.36,53,84,2,6,0,1,0,1,0,58,43,28,92,19,182,0
9,1,1,56,0.26,91,57,2,5,1,3,0,0,0,0,84,67,30,18,199,0
6,0,3,46,0.43,84,54,0,4,1,3,1,0,0,31,60,71,57,16,204,0
13,0,2,40,0.36,73,86,3,6,1,1,0,1,0,36,75,46,80,25,226,0
4,1,2,20,0.36,90,61,3,8,1,1,0,0,0,19,54,59,34,11,158,0
2,0,3,31,0.15,62,74,3,7,2,1,0,0,0,7,106,29,36,37,208,0
22,1,2,27,0.49,82,82,1,6,0,0,0,0,0,36,39,49,66,12,166,0
10,0,3,44,0.43,64,88,1,4,1,0,1,0,0,30,56,67,52,18,193,0
10,0,3,15,0.41,64,73,1,6,0,0,0,0,1,30,45,78,53,9,185,0
17,1,2,12,0.2,80,60,3,8,0,1,0,0,1,24,73,115,48,21,257,1
14,1,3,14,0.29,92,91,0,4,0,2,0,0,0,49,39,73,76,11,199,0
11,1,3,18,0.11,77,84,1,6,1,0,1,0,0,39,115,84,51,37,287,1
8,0,2,37,0.29,59,89,2,7,1,2,0,1,0,44,73,29,81,32,215,0
9,0,2,28,0.12,56,50,4,8,2,2,1,0,0,48,127,52,49,37,265,1
11,0,3,37,0.3,82,57,4,9,0,2,1,1,0,7,85,73,19,31,208,0
16,1,3,36,0.34,56,72,0,3,0,1,0,0,0,29,58,38,61,13,170,0
5,1,2,22,0.23,54,69,9,13,0,1,0,0,0,29,105,54,56,28,243,1
6,1,2,47,0.27,75,81,0,3,0,2,0,1,0,56,80,35,84,28,227,0
13,0,3,52,0.44,65,60,0,4,0,1,1,0,0,26,57,64,48,19,188,0
12,0,2,30,0.1,57,56,0,5,0,0,1,1,0,34,113,53,51,44,261,1
7,1,2,36,0.41,71,79,0,3,0,2,1,0,0,49,49,69,75,13,206,0
9,0,3,55,0.13,83,97,0,3,0,1,0,1,1,43,118,98,72,46,334,1
8,1,2,15,0.07,89,88,4,7,0,0,2,0,0,12,166,96,59,44,365,1
